shipment_id,ship_date,origin_warehouse,destination_region,mode_of_transport,distance_km,shipment_volume_units,delivery_time_days,promised_time_days,on_time_delivery,transportation_cost_inr,customer_rating,cost_per_km,delay_days,ship_month
SHP00231,2026-06-26,WH-2,South,Sea,1078.0,13,5.35,10,True,8175.63,4.8,7.58,0.0,2026-06
SHP00232,2026-03-26,WH-6,North,Sea,34.7,35,1.06,10,True,411.72,3.8,11.87,0.0,2026-03
SHP00233,2026-05-06,WH-6,West,Sea,231.5,35,2.12,10,True,2118.68,4.5,9.15,0.0,2026-05
SHP00234,2026-01-17,WH-6,South,Rail,123.1,47,2.31,5,True,2691.98,4.8,21.87,0.0,2026-01
SHP00235,2026-01-01,WH-3,West,Rail,569.6,17,1.85,5,True,13129.53,4.8,23.05,0.0,2026-01
SHP00236,2026-01-15,WH-1,South,Road,1365.0,38,3.35,4,True,58170.21,4.7,42.62,0.0,2026-01
SHP00237,2026-06-06,WH-3,Central,Road,1450.2,30,3.57,4,True,63897.69,4.3,44.06,0.0,2026-06
SHP00238,2026-03-21,WH-4,West,Rail,790.6,8,2.67,5,True,16086.44,4.8,20.35,0.0,2026-03
SHP00239,2026-06-28,WH-3,East,Sea,193.6,15,1.85,10,True,1912.61,3.5,9.88,0.0,2026-06
SHP00240,2026-04-30,WH-6,West,Road,1342.9,13,3.9,4,True,46690.99,4.7,34.77,0.0,2026-04
SHP00241,2026-05-27,WH-6,West,Rail,582.7,28,3.19,5,True,13353.22,4.5,22.92,0.0,2026-05
SHP00242,2026-06-18,WH-2,Central,Rail,299.2,11,1.44,5,True,6997.39,4.9,23.39,0.0,2026-06
SHP00243,2026-06-06,WH-3,West,Road,2271.8,18,5.97,4,False,90706.5,4.2,39.93,1.97,2026-06
SHP00244,2026-01-10,WH-3,West,Road,1095.7,40,3.21,4,True,58097.92,5.0,53.02,0.0,2026-01
SHP00245,2026-05-03,WH-5,North,Sea,288.5,6,1.1,10,True,3215.51,4.4,11.15,0.0,2026-05
SHP00246,2026-02-15,WH-1,Central,Road,1063.4,10,3.34,4,True,45720.51,4.1,42.99,0.0,2026-02
SHP00247,2026-01-17,WH-4,West,Road,146.9,53,0.81,4,True,7495.58,4.4,51.03,0.0,2026-01
SHP00248,2026-02-09,WH-2,North,Road,544.2,7,2.05,4,True,22746.63,4.9,41.8,0.0,2026-02
SHP00249,2026-06-23,WH-5,South,Road,506.6,5,2.31,4,True,22410.26,3.6,44.24,0.0,2026-06
SHP00250,2026-01-28,WH-4,West,Road,504.0,14,2.21,4,True,25701.98,5.0,51.0,0.0,2026-01
SHP00251,2026-04-08,WH-2,North,Air,628.4,29,0.68,2,True,121769.69,4.1,193.78,0.0,2026-04
SHP00252,2026-06-15,WH-3,North,Road,638.8,11,2.17,4,True,26318.43,4.5,41.2,0.0,2026-06
SHP00253,2026-05-09,WH-5,West,Road,735.4,22,2.42,4,True,25811.62,4.7,35.1,0.0,2026-05
SHP00254,2026-02-05,WH-5,South,Sea,951.5,7,3.01,10,True,8189.0,4.6,8.61,0.0,2026-02
SHP00255,2026-06-07,WH-4,West,Sea,69.5,8,2.87,10,True,708.5,4.5,10.19,0.0,2026-06
SHP00256,2026-05-06,WH-1,North,Road,1893.1,16,5.2,4,False,87012.22,2.1,45.96,1.2,2026-05
SHP00257,2026-04-28,WH-3,North,Road,984.2,22,2.99,4,True,45388.59,5.0,46.12,0.0,2026-04
SHP00258,2026-04-08,WH-2,West,Road,857.9,26,4.08,4,True,41713.25,3.9,48.62,0.08,2026-04
SHP00259,2026-01-26,WH-5,West,Road,477.0,21,4.1,4,True,17268.08,5.0,36.2,0.1,2026-01
SHP00260,2026-05-24,WH-4,East,Rail,252.8,25,1.56,5,True,7206.68,3.1,28.51,0.0,2026-05
SHP00261,2026-05-27,WH-3,West,Road,568.0,19,1.63,4,True,27968.23,4.4,49.24,0.0,2026-05
SHP00262,2026-04-14,WH-4,North,Sea,681.5,23,2.16,10,True,6127.32,3.3,8.99,0.0,2026-04
SHP00263,2026-03-03,WH-3,South,Road,996.7,14,2.83,4,True,42927.61,4.6,43.07,0.0,2026-03
SHP00264,2026-03-02,WH-2,South,Rail,810.7,22,2.3,5,True,17514.69,5.0,21.6,0.0,2026-03
SHP00265,2026-02-13,WH-3,West,Road,248.3,14,1.65,4,True,10307.16,4.7,41.51,0.0,2026-02
SHP00266,2026-03-03,WH-5,West,Sea,1613.7,85,5.36,10,True,15102.37,4.2,9.36,0.0,2026-03
SHP00267,2026-01-02,WH-1,Central,Road,185.3,5,1.57,4,True,6105.02,5.0,32.95,0.0,2026-01
SHP00268,2026-06-22,WH-6,West,Road,942.2,5,2.98,4,True,39732.41,4.8,42.17,0.0,2026-06
SHP00269,2026-04-11,WH-4,East,Sea,940.0,14,4.0,10,True,8419.72,4.7,8.96,0.0,2026-04
SHP00270,2026-02-25,WH-1,Central,Air,1341.8,80,1.11,2,True,226717.63,4.8,168.97,0.0,2026-02
SHP00271,2026-01-20,WH-3,West,Sea,978.0,143,3.15,10,True,8773.25,4.3,8.97,0.0,2026-01
SHP00272,2026-06-15,WH-6,North,Road,635.9,24,3.07,4,True,29449.82,4.3,46.31,0.0,2026-06
SHP00273,2026-03-02,WH-4,South,Road,1022.3,41,2.7,4,True,51121.51,4.2,50.01,0.0,2026-03
SHP00274,2026-05-13,WH-3,South,Rail,1227.1,33,4.2,5,True,31511.31,3.8,25.68,0.0,2026-05
SHP00275,2026-03-28,WH-5,Central,Road,1648.8,45,5.73,4,False,83851.0,3.3,50.86,1.73,2026-03
SHP00276,2026-06-23,WH-5,South,Rail,316.5,70,1.69,5,True,8468.44,3.8,26.76,0.0,2026-06
SHP00277,2026-06-26,WH-5,South,Road,3483.7,23,8.58,4,False,166269.53,3.0,47.73,4.58,2026-06
SHP00278,2026-05-24,WH-4,North,Rail,460.3,21,2.1,5,True,13975.5,4.5,30.36,0.0,2026-05
SHP00279,2026-04-29,WH-5,North,Road,750.2,15,2.36,4,True,29456.74,4.2,39.27,0.0,2026-04
SHP00280,2026-02-27,WH-4,East,Air,1020.1,5,0.71,2,True,165407.88,4.4,162.15,0.0,2026-02
SHP00281,2026-05-16,WH-6,South,Air,910.5,6,0.86,2,True,128153.57,4.5,140.75,0.0,2026-05
SHP00282,2026-05-10,WH-6,North,Sea,800.3,40,2.55,10,True,9129.11,3.8,11.41,0.0,2026-05
SHP00283,2026-03-06,WH-1,North,Road,249.2,42,0.91,4,True,10334.58,4.7,41.47,0.0,2026-03
SHP00284,2026-01-15,WH-2,West,Air,1794.3,23,1.55,2,True,261938.85,2.9,145.98,0.0,2026-01
SHP00285,2026-03-12,WH-6,West,Rail,2138.7,16,5.21,5,True,50904.23,4.4,23.8,0.21,2026-03
SHP00286,2026-04-05,WH-6,West,Road,1530.4,10,3.82,4,True,74623.51,4.4,48.76,0.0,2026-04
SHP00287,2026-06-15,WH-5,South,Sea,1390.1,8,4.3,10,True,13512.01,4.5,9.72,0.0,2026-06
SHP00288,2026-02-21,WH-6,Central,Air,400.0,12,1.21,2,True,61319.29,4.7,153.3,0.0,2026-02
SHP00289,2026-05-09,WH-1,West,Road,1434.8,20,4.83,4,False,55914.58,3.2,38.97,0.83,2026-05
SHP00290,2026-01-16,WH-1,East,Road,567.8,21,2.2,4,True,29684.87,4.3,52.28,0.0,2026-01
SHP00291,2026-06-17,WH-1,West,Air,1999.9,15,1.62,2,True,414627.29,4.8,207.32,0.0,2026-06
SHP00292,2026-03-16,WH-4,Central,Sea,459.5,13,2.34,10,True,4559.64,4.1,9.92,0.0,2026-03
SHP00293,2026-06-09,WH-1,West,Road,1457.7,24,4.37,4,True,65424.16,4.1,44.88,0.37,2026-06
SHP00294,2026-05-19,WH-3,North,Road,1723.5,7,4.17,4,True,66279.58,3.7,38.46,0.17,2026-05
SHP00295,2026-04-25,WH-5,South,Rail,950.8,35,2.51,5,True,21481.79,3.2,22.59,0.0,2026-04
SHP00296,2026-04-09,WH-4,South,Air,971.2,40,0.68,2,True,153276.6,3.6,157.82,0.0,2026-04
SHP00297,2026-01-31,WH-4,North,Road,554.8,19,1.98,4,True,25731.14,5.0,46.38,0.0,2026-01
SHP00298,2026-06-01,WH-3,West,Rail,1100.0,9,2.86,5,True,30789.68,4.2,27.99,0.0,2026-06
SHP00299,2026-03-07,WH-1,West,Road,980.5,10,5.22,4,False,33197.54,3.0,33.86,1.22,2026-03
SHP00300,2026-01-25,WH-6,South,Rail,107.8,22,1.33,5,True,2297.41,4.7,21.31,0.0,2026-01
SHP00301,2026-02-09,WH-3,West,Rail,753.6,29,1.9,5,True,18578.12,5.0,24.65,0.0,2026-02
SHP00302,2026-04-18,WH-4,North,Rail,985.6,25,2.54,5,True,19507.21,4.4,19.79,0.0,2026-04
SHP00303,2026-03-30,WH-4,South,Road,893.4,6,2.84,4,True,37971.34,5.0,42.5,0.0,2026-03
SHP00304,2026-01-08,WH-5,West,Road,452.9,21,1.45,4,True,18366.72,4.5,40.55,0.0,2026-01
SHP00305,2026-01-27,WH-6,North,Road,1139.8,10,2.85,4,True,45890.53,5.0,40.26,0.0,2026-01
SHP00306,2026-02-28,WH-6,Central,Road,180.1,21,2.15,4,True,8343.61,4.8,46.33,0.0,2026-02
SHP00307,2026-05-28,WH-3,West,Road,731.3,51,2.66,4,True,30846.81,4.1,42.18,0.0,2026-05
SHP00308,2026-05-08,WH-2,South,Road,524.7,18,4.26,4,True,21100.5,3.7,40.21,0.26,2026-05
SHP00309,2026-05-16,WH-6,Central,Rail,523.3,27,2.19,5,True,11839.77,3.6,22.63,0.0,2026-05
SHP00310,2026-04-27,WH-5,West,Road,1852.4,37,4.55,4,False,86478.25,2.9,46.68,0.55,2026-04
SHP00311,2026-05-26,WH-2,South,Sea,1383.5,5,7.99,10,True,13663.38,4.7,9.88,0.0,2026-05
SHP00312,2026-02-10,WH-1,West,Road,1136.4,25,3.94,4,True,51570.92,5.0,45.38,0.0,2026-02
SHP00313,2026-01-18,WH-6,Central,Road,544.4,7,1.79,4,True,25451.76,4.2,46.75,0.0,2026-01
SHP00314,2026-02-27,WH-6,South,Air,504.5,14,0.53,2,True,74579.02,4.3,147.83,0.0,2026-02
SHP00315,2026-03-17,WH-2,South,Road,793.1,18,2.83,4,True,34654.84,4.0,43.7,0.0,2026-03
SHP00316,2026-03-18,WH-4,South,Rail,1291.4,140,4.64,5,True,34874.36,4.3,27.01,0.0,2026-03
SHP00317,2026-04-30,WH-1,North,Road,329.9,6,1.28,4,True,15929.39,4.6,48.29,0.0,2026-04
SHP00318,2026-06-29,WH-6,West,Road,934.6,58,3.3,4,True,42555.07,3.7,45.53,0.0,2026-06
SHP00319,2026-01-30,WH-4,West,Road,122.7,9,1.15,4,True,5801.12,4.2,47.28,0.0,2026-01
SHP00320,2026-04-26,WH-6,South,Road,990.6,30,3.24,4,True,48422.88,3.9,48.88,0.0,2026-04
SHP00321,2026-03-18,WH-2,West,Road,1180.1,87,3.18,4,True,43761.26,5.0,37.08,0.0,2026-03
SHP00322,2026-06-16,WH-6,South,Rail,745.9,28,2.29,5,True,18687.48,4.0,25.05,0.0,2026-06
SHP00323,2026-02-09,WH-2,Central,Road,1037.8,19,3.2,4,True,49550.88,3.6,47.75,0.0,2026-02
SHP00324,2026-02-10,WH-3,North,Air,400.0,78,0.45,2,True,70473.27,4.6,176.18,0.0,2026-02
SHP00325,2026-06-01,WH-4,West,Rail,2478.8,18,5.62,5,False,49275.22,3.2,19.88,0.62,2026-06
SHP00326,2026-05-26,WH-5,South,Road,787.6,15,2.19,4,True,27924.24,4.9,35.45,0.0,2026-05
SHP00327,2026-05-03,WH-5,East,Rail,339.9,15,1.02,5,True,7822.39,2.5,23.01,0.0,2026-05
SHP00328,2026-03-20,WH-3,Central,Rail,974.2,4,2.33,5,True,22858.6,5.0,23.46,0.0,2026-03
SHP00329,2026-03-30,WH-5,South,Rail,466.1,3,1.31,5,True,10689.23,4.6,22.93,0.0,2026-03
SHP00330,2026-05-07,WH-3,North,Sea,229.4,8,1.51,10,True,1998.25,4.2,8.71,0.0,2026-05
SHP00331,2026-04-19,WH-4,North,Rail,1102.4,12,5.67,5,False,28939.99,3.4,26.25,0.67,2026-04
SHP00332,2026-02-11,WH-3,East,Air,400.0,23,0.68,2,True,74986.66,4.7,187.47,0.0,2026-02
SHP00333,2026-06-03,WH-3,East,Road,852.5,17,2.44,4,True,44855.31,5.0,52.62,0.0,2026-06
SHP00334,2026-04-28,WH-4,Central,Road,1265.6,37,3.96,4,True,57651.35,4.5,45.55,0.0,2026-04
SHP00335,2026-04-28,WH-4,West,Road,1001.3,23,2.8,4,True,51360.24,4.5,51.29,0.0,2026-04
SHP00336,2026-02-23,WH-1,East,Road,338.7,19,1.11,4,True,15384.91,4.4,45.42,0.0,2026-02
SHP00337,2026-06-15,WH-6,East,Rail,57.6,8,0.54,5,True,1271.69,3.9,22.08,0.0,2026-06
SHP00338,2026-01-01,WH-1,North,Sea,912.4,10,3.26,10,True,7850.89,4.2,8.6,0.0,2026-01
SHP00339,2026-05-03,WH-4,South,Road,1171.5,78,3.06,4,True,57988.74,4.5,49.5,0.0,2026-05
SHP00340,2026-06-25,WH-6,East,Road,1413.5,26,3.87,4,True,65495.23,4.7,46.34,0.0,2026-06
SHP00341,2026-03-31,WH-2,Central,Road,884.8,3,3.11,4,True,45081.03,4.3,50.95,0.0,2026-03
SHP00342,2026-03-17,WH-5,North,Sea,409.9,39,1.77,10,True,3789.32,4.3,9.24,0.0,2026-03
SHP00343,2026-06-10,WH-5,Central,Road,470.1,29,1.52,4,True,18741.98,4.4,39.87,0.0,2026-06
SHP00344,2026-03-26,WH-1,Central,Road,936.2,19,2.93,4,True,46380.75,5.0,49.54,0.0,2026-03
SHP00345,2026-02-22,WH-2,North,Rail,158.1,22,0.69,5,True,3544.86,4.2,22.42,0.0,2026-02
SHP00346,2026-03-18,WH-6,South,Road,331.7,12,2.25,4,True,14877.62,4.4,44.85,0.0,2026-03
SHP00347,2026-06-18,WH-6,South,Road,681.0,42,2.11,4,True,22628.31,3.2,33.23,0.0,2026-06
SHP00348,2026-04-22,WH-6,Central,Air,400.0,30,1.05,2,True,64739.31,4.1,161.85,0.0,2026-04
SHP00349,2026-06-09,WH-3,North,Road,29.4,16,0.82,4,True,1380.41,4.7,46.95,0.0,2026-06
SHP00350,2026-01-25,WH-5,South,Road,721.6,13,3.04,4,True,30370.26,5.0,42.09,0.0,2026-01
SHP00351,2026-01-26,WH-5,West,Sea,675.2,21,2.44,10,True,6026.58,5.0,8.93,0.0,2026-01
SHP00352,2026-01-28,WH-3,South,Rail,829.6,25,3.39,5,True,14183.78,5.0,17.1,0.0,2026-01
SHP00353,2026-06-22,WH-3,Central,Road,412.8,8,1.65,4,True,20544.94,3.4,49.77,0.0,2026-06
SHP00354,2026-02-14,WH-3,North,Road,428.8,36,1.29,4,True,21533.72,3.9,50.22,0.0,2026-02
SHP00355,2026-03-18,WH-5,North,Road,404.5,10,1.49,4,True,18937.75,4.2,46.82,0.0,2026-03
SHP00356,2026-04-27,WH-3,South,Road,563.1,24,2.05,4,True,22469.25,4.4,39.9,0.0,2026-04
SHP00357,2026-03-30,WH-3,North,Sea,677.4,51,3.08,10,True,6942.81,4.2,10.25,0.0,2026-03
SHP00358,2026-05-05,WH-1,West,Road,478.8,12,4.04,4,True,21343.34,4.8,44.58,0.04,2026-05
SHP00359,2026-06-17,WH-4,North,Road,1811.2,18,4.83,4,False,88724.99,2.4,48.99,0.83,2026-06
SHP00360,2026-01-09,WH-6,Central,Road,1263.0,5,5.0,4,False,48204.01,3.1,38.17,1.0,2026-01
SHP00361,2026-06-28,WH-5,West,Road,1007.9,18,3.14,4,True,43243.89,5.0,42.9,0.0,2026-06
SHP00362,2026-03-23,WH-3,West,Road,269.5,46,2.37,4,True,10029.83,4.7,37.22,0.0,2026-03
SHP00363,2026-01-14,WH-3,West,Road,890.7,18,3.58,4,True,41104.54,3.9,46.15,0.0,2026-01
SHP00364,2026-01-07,WH-5,West,Sea,252.3,13,1.59,10,True,2566.64,4.4,10.17,0.0,2026-01
SHP00365,2026-05-06,WH-3,West,Road,77.3,27,0.6,4,True,3594.72,5.0,46.5,0.0,2026-05
SHP00366,2026-02-28,WH-6,West,Sea,1098.7,21,3.27,10,True,10687.75,3.6,9.73,0.0,2026-02
SHP00367,2026-06-21,WH-6,Central,Sea,1262.4,31,4.19,10,True,13463.4,4.3,10.66,0.0,2026-06
SHP00368,2026-04-26,WH-3,West,Sea,351.5,3,2.6,10,True,3456.1,3.8,9.83,0.0,2026-04
SHP00369,2026-01-15,WH-3,South,Road,486.3,30,1.95,4,True,21091.31,4.5,43.37,0.0,2026-01
SHP00370,2026-04-08,WH-5,South,Road,587.9,7,1.72,4,True,25253.01,4.0,42.95,0.0,2026-04
SHP00371,2026-04-03,WH-6,South,Sea,319.2,28,1.33,10,True,3495.08,5.0,10.95,0.0,2026-04
SHP00372,2026-05-28,WH-5,South,Sea,1112.7,49,3.66,10,True,8179.7,4.8,7.35,0.0,2026-05
SHP00373,2026-06-15,WH-5,South,Sea,3230.7,27,9.01,10,True,32927.07,4.3,10.19,0.0,2026-06
SHP00374,2026-04-15,WH-2,West,Air,629.4,37,0.74,2,True,94774.27,5.0,150.58,0.0,2026-04
SHP00375,2026-03-20,WH-1,West,Sea,507.0,19,4.59,10,True,4873.35,3.4,9.61,0.0,2026-03
SHP00376,2026-02-21,WH-1,West,Sea,911.4,25,3.47,10,True,6984.21,4.5,7.66,0.0,2026-02
SHP00377,2026-03-01,WH-1,North,Road,251.7,42,1.67,4,True,10740.36,4.3,42.67,0.0,2026-03
SHP00378,2026-04-20,WH-1,South,Road,509.2,9,3.87,4,True,24918.78,4.3,48.94,0.0,2026-04
SHP00379,2026-03-02,WH-3,West,Road,210.1,16,1.52,4,True,8947.38,4.5,42.59,0.0,2026-03
SHP00380,2026-03-19,WH-6,Central,Sea,2713.2,75,7.61,10,True,28357.26,3.8,10.45,0.0,2026-03
SHP00381,2026-05-26,WH-2,West,Road,1909.0,12,5.41,4,False,75230.42,3.0,39.41,1.41,2026-05
SHP00382,2026-04-29,WH-6,West,Road,2030.9,71,5.38,4,False,87655.59,4.0,43.16,1.38,2026-04
SHP00383,2026-05-15,WH-3,West,Rail,759.3,91,2.65,5,True,19457.19,4.7,25.63,0.0,2026-05
SHP00384,2026-06-19,WH-3,South,Road,2014.6,22,5.25,4,False,95450.69,2.9,47.38,1.25,2026-06
SHP00385,2026-01-13,WH-2,East,Road,189.6,8,0.77,4,True,9448.26,4.0,49.83,0.0,2026-01
SHP00386,2026-02-26,WH-1,North,Road,564.3,9,1.83,4,True,24548.44,4.6,43.5,0.0,2026-02
SHP00387,2026-05-25,WH-5,Central,Rail,1806.0,8,4.6,5,True,34371.22,4.8,19.03,0.0,2026-05
SHP00388,2026-01-15,WH-3,Central,Road,1673.6,96,4.25,4,True,72516.73,3.3,43.33,0.25,2026-01
SHP00389,2026-04-17,WH-3,South,Road,912.6,29,2.63,4,True,46227.7,4.2,50.65,0.0,2026-04
SHP00390,2026-06-06,WH-2,North,Road,1776.9,15,5.02,4,False,99630.62,2.7,56.07,1.02,2026-06
SHP00391,2026-06-03,WH-4,South,Road,646.1,10,2.54,4,True,19513.67,4.2,30.2,0.0,2026-06
SHP00392,2026-06-17,WH-4,North,Road,146.0,43,3.07,4,True,6922.86,4.9,47.42,0.0,2026-06
SHP00393,2026-02-13,WH-2,Central,Rail,1088.9,15,3.21,5,True,22874.83,5.0,21.01,0.0,2026-02
SHP00394,2026-04-11,WH-3,South,Sea,612.5,15,4.14,10,True,6099.71,3.7,9.96,0.0,2026-04
SHP00395,2026-05-01,WH-5,North,Road,935.2,28,2.77,4,True,45322.33,4.4,48.46,0.0,2026-05
SHP00396,2026-05-25,WH-2,South,Road,1094.3,26,3.24,4,True,37045.11,5.0,33.85,0.0,2026-05
SHP00397,2026-01-12,WH-2,Central,Air,400.0,7,1.03,2,True,69768.79,5.0,174.42,0.0,2026-01
SHP00398,2026-04-22,WH-2,South,Road,249.9,18,1.45,4,True,9893.92,3.2,39.59,0.0,2026-04
SHP00399,2026-05-09,WH-1,Central,Sea,1082.3,23,3.43,10,True,10452.79,4.5,9.66,0.0,2026-05
SHP00400,2026-03-11,WH-5,North,Road,440.7,19,1.83,4,True,15671.41,4.0,35.56,0.0,2026-03
SHP00401,2026-01-26,WH-2,East,Air,402.9,14,0.81,2,True,77906.21,4.8,193.36,0.0,2026-01
SHP00402,2026-03-25,WH-5,South,Road,688.3,77,2.13,4,True,36918.56,3.9,53.64,0.0,2026-03
SHP00403,2026-06-13,WH-2,West,Sea,536.8,23,2.48,10,True,4033.93,4.0,7.51,0.0,2026-06
SHP00404,2026-02-22,WH-2,North,Road,333.1,23,1.76,4,True,12406.31,3.8,37.25,0.0,2026-02
SHP00405,2026-06-05,WH-4,West,Sea,671.1,28,2.08,10,True,7089.5,4.2,10.56,0.0,2026-06
SHP00406,2026-05-21,WH-5,West,Sea,610.8,25,2.03,10,True,6402.77,4.5,10.48,0.0,2026-05
SHP00407,2026-03-26,WH-4,West,Road,806.0,34,2.94,4,True,31175.96,4.2,38.68,0.0,2026-03
SHP00408,2026-05-24,WH-3,Central,Road,147.4,13,0.64,4,True,7250.0,4.4,49.19,0.0,2026-05
SHP00409,2026-02-25,WH-4,South,Rail,421.4,12,2.71,5,True,6410.65,4.7,15.21,0.0,2026-02
SHP00410,2026-05-01,WH-3,Central,Sea,218.6,10,5.73,10,True,1719.99,4.3,7.87,0.0,2026-05
SHP00411,2026-01-09,WH-5,South,Road,490.9,12,2.07,4,True,18687.48,5.0,38.07,0.0,2026-01
SHP00412,2026-04-08,WH-5,South,Road,490.8,14,3.06,4,True,18850.64,4.6,38.41,0.0,2026-04
SHP00413,2026-02-28,WH-1,West,Road,257.0,17,1.49,4,True,11271.03,4.5,43.86,0.0,2026-02
SHP00414,2026-05-04,WH-1,South,Road,633.3,84,2.11,4,True,28928.02,5.0,45.68,0.0,2026-05
SHP00415,2026-05-04,WH-2,West,Sea,582.2,3,5.25,10,True,6385.2,3.3,10.97,0.0,2026-05
SHP00416,2026-02-14,WH-6,East,Sea,708.5,15,2.87,10,True,6159.91,4.1,8.69,0.0,2026-02
SHP00417,2026-02-11,WH-2,Central,Road,291.6,19,1.18,4,True,11852.72,3.8,40.65,0.0,2026-02
SHP00418,2026-02-18,WH-6,Central,Rail,683.0,14,2.09,5,True,16510.93,4.3,24.17,0.0,2026-02
SHP00419,2026-04-05,WH-2,East,Road,1211.3,16,3.55,4,True,57692.42,2.6,47.63,0.0,2026-04
SHP00420,2026-01-18,WH-5,South,Sea,966.3,35,3.58,10,True,11062.03,3.9,11.45,0.0,2026-01
SHP00421,2026-04-19,WH-4,North,Road,1520.9,86,4.03,4,True,64859.44,4.7,42.65,0.03,2026-04
SHP00422,2026-02-11,WH-6,Central,Rail,1436.1,16,3.4,5,True,33349.35,4.6,23.22,0.0,2026-02
SHP00423,2026-05-12,WH-5,East,Road,650.7,52,1.95,4,True,29257.42,5.0,44.96,0.0,2026-05
SHP00424,2026-04-09,WH-3,East,Road,624.0,17,2.4,4,True,24405.86,4.8,39.11,0.0,2026-04
SHP00425,2026-04-13,WH-6,South,Road,978.9,47,3.0,4,True,43962.91,4.3,44.91,0.0,2026-04
SHP00426,2026-06-28,WH-6,South,Sea,314.1,11,1.93,10,True,2566.01,4.6,8.17,0.0,2026-06
SHP00427,2026-05-05,WH-4,West,Road,88.3,18,0.81,4,True,3686.57,3.8,41.75,0.0,2026-05
SHP00428,2026-03-15,WH-2,South,Sea,411.1,53,4.59,10,True,4348.05,4.3,10.58,0.0,2026-03
SHP00429,2026-05-06,WH-3,East,Sea,652.4,43,2.39,10,True,6834.16,3.9,10.48,0.0,2026-05
SHP00430,2026-01-07,WH-1,North,Road,836.4,9,2.84,4,True,40664.84,3.7,48.62,0.0,2026-01
SHP00431,2026-01-03,WH-3,Central,Sea,667.3,48,3.23,10,True,5674.47,3.7,8.5,0.0,2026-01
SHP00432,2026-03-18,WH-2,South,Rail,921.7,53,2.83,5,True,18818.27,4.1,20.42,0.0,2026-03
SHP00433,2026-02-10,WH-5,West,Rail,117.1,50,0.95,5,True,3701.2,4.5,31.61,0.0,2026-02
SHP00434,2026-04-16,WH-2,West,Road,129.6,14,0.99,4,True,5707.37,4.6,44.04,0.0,2026-04
SHP00435,2026-02-08,WH-4,North,Road,325.4,28,1.12,4,True,15588.68,4.2,47.91,0.0,2026-02
SHP00436,2026-02-18,WH-5,West,Sea,799.0,79,2.43,10,True,5476.24,3.4,6.85,0.0,2026-02
SHP00437,2026-03-23,WH-4,East,Road,425.5,23,1.69,4,True,16706.47,4.7,39.26,0.0,2026-03
SHP00438,2026-01-24,WH-4,South,Road,546.7,45,1.71,4,True,19813.24,4.2,36.24,0.0,2026-01
SHP00439,2026-02-17,WH-2,West,Sea,286.8,10,1.63,10,True,3078.06,3.9,10.73,0.0,2026-02
SHP00440,2026-06-04,WH-2,Central,Road,292.2,5,2.68,4,True,11184.76,5.0,38.28,0.0,2026-06
SHP00441,2026-03-25,WH-3,South,Air,1314.5,48,1.34,2,True,207294.96,3.8,157.7,0.0,2026-03
SHP00442,2026-06-13,WH-4,Central,Rail,38.9,15,0.7,5,True,729.37,3.8,18.75,0.0,2026-06
SHP00443,2026-05-24,WH-3,South,Road,1199.8,45,3.77,4,True,54270.12,4.5,45.23,0.0,2026-05
SHP00444,2026-04-12,WH-3,West,Road,419.9,15,1.89,4,True,19536.14,4.7,46.53,0.0,2026-04
SHP00445,2026-04-03,WH-2,North,Sea,1035.6,24,3.86,10,True,9477.13,4.5,9.15,0.0,2026-04
SHP00446,2026-06-25,WH-4,Central,Road,397.4,13,1.5,4,True,19476.69,5.0,49.01,0.0,2026-06
SHP00447,2026-06-13,WH-2,West,Rail,1996.7,8,4.98,5,True,52200.82,3.1,26.14,0.0,2026-06
SHP00448,2026-03-11,WH-2,South,Rail,741.0,24,2.51,5,True,16074.97,4.3,21.69,0.0,2026-03
SHP00449,2026-04-26,WH-5,North,Road,764.8,33,4.15,4,True,30952.18,4.2,40.47,0.15,2026-04
SHP00450,2026-01-16,WH-4,Central,Sea,647.8,29,2.52,10,True,6069.24,4.9,9.37,0.0,2026-01
SHP00451,2026-04-13,WH-3,Central,Road,646.6,5,6.94,4,False,27282.23,2.2,42.19,2.94,2026-04
SHP00452,2026-03-18,WH-4,East,Rail,949.5,13,2.45,5,True,19519.88,4.1,20.56,0.0,2026-03
SHP00453,2026-04-11,WH-4,North,Rail,832.1,14,2.55,5,True,21764.25,5.0,26.16,0.0,2026-04
SHP00454,2026-01-17,WH-5,South,Road,1635.9,53,6.59,4,False,73923.45,2.3,45.19,2.59,2026-01
SHP00455,2026-05-03,WH-3,West,Road,1111.5,68,3.16,4,True,40829.17,4.6,36.73,0.0,2026-05
SHP00456,2026-03-03,WH-1,South,Road,974.5,61,2.7,4,True,47002.5,5.0,48.23,0.0,2026-03
SHP00457,2026-01-14,WH-3,North,Sea,576.4,23,2.34,10,True,6646.57,3.9,11.53,0.0,2026-01
SHP00458,2026-04-28,WH-5,North,Air,689.2,18,0.71,2,True,105918.91,3.9,153.68,0.0,2026-04
SHP00459,2026-01-25,WH-4,South,Road,944.1,25,2.68,4,True,47638.2,4.9,50.46,0.0,2026-01
SHP00460,2026-02-27,WH-5,South,Road,732.3,12,2.25,4,True,27879.21,4.4,38.07,0.0,2026-02
SHP00461,2026-05-06,WH-1,South,Road,482.6,42,2.17,4,True,18854.34,4.9,39.07,0.0,2026-05
SHP00462,2026-02-15,WH-4,North,Rail,199.5,40,1.01,5,True,5337.74,4.6,26.76,0.0,2026-02
